_id,type,item,employee,createdAt,updatedAt,__v
66a8c97579ee6c83ca0565ac,true,65e87b68cb7a1ff3d9a82454,65d354370148a75f36826aba,2024-07-30T11:07:33.631Z,2024-07-30T11:55:24.172Z,0
66a8de4879ee6c83ca05a8df,true,65e87b6acb7a1ff3d9a824f6,65d354370148a75f36826aba,2024-07-30T12:36:24.859Z,2024-07-30T14:07:45.769Z,0
66a8e2b979ee6c83ca05b1ff,true,65e87b68cb7a1ff3d9a8246c,65d354300148a75f36826aab,2024-07-30T12:55:21.561Z,2024-07-30T12:55:21.561Z,0
66a8e54179ee6c83ca05b7b8,true,65e87b69cb7a1ff3d9a824b6,65d354370148a75f36826aba,2024-07-30T13:06:09.084Z,2024-07-30T14:07:45.760Z,0
66a8ed4c79ee6c83ca05d382,true,65e87b68cb7a1ff3d9a8245a,65d354090148a75f36826a6f,2024-07-30T13:40:28.965Z,2024-07-30T17:00:45.855Z,0
66a9001079ee6c83ca060735,true,65e87b66cb7a1ff3d9a823f0,65d354090148a75f36826a6f,2024-07-30T15:00:32.623Z,2024-08-02T21:07:11.155Z,0
66a9169b79ee6c83ca064c3e,true,65e87b68cb7a1ff3d9a8246c,65d354300148a75f36826aab,2024-07-30T16:36:43.132Z,2024-07-30T17:00:55.700Z,0
66a9309079ee6c83ca06a5f8,true,668be64ebde8fadf67469f3f,65d354200148a75f36826a8f,2024-07-30T18:27:28.772Z,2024-07-30T19:38:42.225Z,0
66a946d879ee6c83ca06e57e,true,669e92dfbde8fadf674ea964,65d355c2aa745e2e9069b7ee,2024-07-30T20:02:32.478Z,2024-07-30T20:34:10.287Z,0
66a9483a79ee6c83ca06e96a,true,65e87b6bcb7a1ff3d9a8253e,65d354300148a75f36826aab,2024-07-30T20:08:26.310Z,2024-07-30T20:34:10.282Z,0
66aa2d1b79ee6c83ca0775cf,true,65e87b6acb7a1ff3d9a8250a,65d354370148a75f36826aba,2024-07-31T12:24:59.446Z,2024-07-31T13:27:44.713Z,0
66aa2d1b79ee6c83ca0775d1,true,65e87b66cb7a1ff3d9a823ec,65d354370148a75f36826aba,2024-07-31T12:24:59.450Z,2024-07-31T13:27:44.709Z,0
66aa2d1b79ee6c83ca0775d3,true,65e87b6bcb7a1ff3d9a82562,65d354370148a75f36826aba,2024-07-31T12:24:59.473Z,2024-07-31T13:27:45.080Z,0
66aa330479ee6c83ca07848e,true,65e87b6acb7a1ff3d9a82512,65d354370148a75f36826aba,2024-07-31T12:50:12.026Z,2024-07-31T13:27:57.407Z,0
66aa330479ee6c83ca078490,true,6683017219bd4abe51f18249,65d354370148a75f36826aba,2024-07-31T12:50:12.045Z,2024-07-31T13:27:44.715Z,0
66aa34b779ee6c83ca0788ce,true,65e87b66cb7a1ff3d9a823f4,65d354370148a75f36826aba,2024-07-31T12:57:27.567Z,2024-07-31T13:00:38.939Z,0
66aa357079ee6c83ca07896a,true,65e87b67cb7a1ff3d9a8240e,65d354370148a75f36826aba,2024-07-31T13:00:32.799Z,2024-07-31T13:28:14.790Z,0
66aa386d79ee6c83ca0794fd,true,668be64ebde8fadf67469f3f,65d354320148a75f36826ab0,2024-07-31T13:13:17.434Z,2024-08-06T17:51:24.545Z,0
66aa748d79ee6c83ca084261,true,65e87b66cb7a1ff3d9a823f2,65d354240148a75f36826a99,2024-07-31T17:29:49.143Z,2024-08-02T14:27:59.835Z,0
66ab8d3379ee6c83ca0998e8,true,65e87b67cb7a1ff3d9a82440,65d355d1aa745e2e9069b7fc,2024-08-01T13:27:15.979Z,2024-08-01T14:37:48.179Z,0
66ab8d3379ee6c83ca0998e4,true,65e87b6acb7a1ff3d9a824f6,65d355d1aa745e2e9069b7fc,2024-08-01T13:27:15.973Z,2024-08-01T14:40:16.922Z,0
66ab8d3379ee6c83ca0998e6,true,65e87b66cb7a1ff3d9a823cc,65d355d1aa745e2e9069b7fc,2024-08-01T13:27:15.977Z,2024-08-01T14:38:38.284Z,0
66ab8dc579ee6c83ca099d04,true,65e87b6acb7a1ff3d9a824f6,65d355d1aa745e2e9069b7fc,2024-08-01T13:29:41.764Z,2024-08-01T13:29:41.764Z,0
66ab942479ee6c83ca09a9d7,true,65e87b6bcb7a1ff3d9a82546,65d355d1aa745e2e9069b7fc,2024-08-01T13:56:52.823Z,2024-08-01T14:38:38.242Z,0
66abbb9379ee6c83ca0a2051,true,65e87b67cb7a1ff3d9a8240e,65d7474a1e6baf67e051c807,2024-08-01T16:45:07.698Z,2024-08-01T17:44:42.281Z,0
66abbb9379ee6c83ca0a2055,true,65e87b66cb7a1ff3d9a823ec,65d7474a1e6baf67e051c807,2024-08-01T16:45:07.704Z,2024-08-01T17:44:42.288Z,0
66abbb9379ee6c83ca0a2053,true,65e87b6acb7a1ff3d9a824f6,65d7474a1e6baf67e051c807,2024-08-01T16:45:07.702Z,2024-08-01T17:44:42.284Z,0
66abce4479ee6c83ca0a61b0,true,65e87b66cb7a1ff3d9a823cc,65d355d1aa745e2e9069b7fc,2024-08-01T18:04:52.925Z,2024-08-02T14:20:10.914Z,0
66abce4479ee6c83ca0a61b2,true,65e87b6acb7a1ff3d9a82510,65d355d1aa745e2e9069b7fc,2024-08-01T18:04:52.933Z,2024-08-01T18:30:55.085Z,0
66abe6de79ee6c83ca0aa930,true,65e87b69cb7a1ff3d9a824b6,65d355d1aa745e2e9069b7fc,2024-08-01T19:49:50.082Z,2024-08-02T14:20:10.907Z,0
66abe6de79ee6c83ca0aa934,true,65e87b69cb7a1ff3d9a824be,65d355d1aa745e2e9069b7fc,2024-08-01T19:49:50.429Z,2024-08-02T14:29:48.170Z,0
66acbbbf79ee6c83ca0b16bd,true,66853fe4644aafff5a10a073,65d354370148a75f36826aba,2024-08-02T10:58:07.923Z,2024-08-02T14:18:24.325Z,0
66acbca679ee6c83ca0b1aaf,true,65e87b66cb7a1ff3d9a823ee,65d354370148a75f36826aba,2024-08-02T11:01:58.446Z,2024-08-02T12:24:18.017Z,0
66acbd3279ee6c83ca0b1b1b,true,65e87b66cb7a1ff3d9a823ec,65d7474a1e6baf67e051c807,2024-08-02T11:04:18.548Z,2024-08-02T11:11:20.877Z,0
66acbd3279ee6c83ca0b1b1d,true,65e87b67cb7a1ff3d9a8240e,65d7474a1e6baf67e051c807,2024-08-02T11:04:18.553Z,2024-08-02T11:11:21.251Z,0
66acc65f79ee6c83ca0b3699,true,65e87b68cb7a1ff3d9a8245e,65d354370148a75f36826aba,2024-08-02T11:43:27.126Z,2024-08-02T14:18:13.489Z,0
66acc66a79ee6c83ca0b36bd,true,65e87b68cb7a1ff3d9a8245c,65d355d1aa745e2e9069b7fc,2024-08-02T11:43:38.214Z,2024-08-02T14:17:32.390Z,0
66acc66a79ee6c83ca0b36bf,true,65e87b69cb7a1ff3d9a824b6,65d355d1aa745e2e9069b7fc,2024-08-02T11:43:38.220Z,2024-08-02T11:43:38.220Z,0
66acc83979ee6c83ca0b3b21,true,65e87b68cb7a1ff3d9a8245a,65d355d1aa745e2e9069b7fc,2024-08-02T11:51:21.953Z,2024-08-02T14:18:13.491Z,0
66accf1979ee6c83ca0b4d7a,true,65e87b66cb7a1ff3d9a823cc,65d355d1aa745e2e9069b7fc,2024-08-02T12:20:41.552Z,2024-08-02T12:20:41.552Z,0
66accf1979ee6c83ca0b4d7c,true,65e87b67cb7a1ff3d9a8241c,65d355d1aa745e2e9069b7fc,2024-08-02T12:20:41.555Z,2024-08-02T14:17:32.387Z,0
66acd33279ee6c83ca0b5e94,true,660bdc5569f57858b25b403c,65d7474a1e6baf67e051c807,2024-08-02T12:38:10.712Z,2024-08-02T18:23:15.638Z,0
66acee5979ee6c83ca0baafe,true,65e87b69cb7a1ff3d9a824be,65d354370148a75f36826aba,2024-08-02T14:34:01.752Z,2024-08-02T14:51:04.083Z,0
66acf11a79ee6c83ca0bb34d,true,65e87b66cb7a1ff3d9a823f2,65d355d1aa745e2e9069b7fc,2024-08-02T14:45:46.097Z,2024-08-05T11:18:06.000Z,0
66ad147479ee6c83ca0c1624,true,65e87b66cb7a1ff3d9a823ee,65d355d1aa745e2e9069b7fc,2024-08-02T17:16:36.602Z,2024-08-02T18:21:16.138Z,0
66ad28b179ee6c83ca0c5126,true,65e87b6acb7a1ff3d9a82512,65d354370148a75f36826aba,2024-08-02T18:42:57.494Z,2024-08-02T20:11:38.404Z,0
66ad28b179ee6c83ca0c5128,true,65e87b67cb7a1ff3d9a8240e,65d354370148a75f36826aba,2024-08-02T18:42:57.535Z,2024-08-02T19:14:35.912Z,0
66ad2e8b79ee6c83ca0c6661,true,65e87b69cb7a1ff3d9a824be,65d3542d0148a75f36826aa6,2024-08-02T19:07:55.909Z,2024-08-02T19:14:35.914Z,0
66ad39ee79ee6c83ca0c84b6,true,65e87b66cb7a1ff3d9a823cc,65d354090148a75f36826a6f,2024-08-02T19:56:30.150Z,2024-08-02T21:07:11.162Z,0
66ad48a279ee6c83ca0c9697,true,65e87b6acb7a1ff3d9a8251e,65d354090148a75f36826a6f,2024-08-02T20:59:14.575Z,2024-08-02T21:07:11.164Z,0
66ad48a279ee6c83ca0c9693,true,65e87b69cb7a1ff3d9a824be,65d354090148a75f36826a6f,2024-08-02T20:59:14.570Z,2024-08-02T21:07:11.166Z,0
66ad48a279ee6c83ca0c9695,true,65e87b66cb7a1ff3d9a823ea,65d354090148a75f36826a6f,2024-08-02T20:59:14.574Z,2024-08-02T21:07:11.170Z,0
66b0c2c679ee6c83ca0d168f,true,6683017219bd4abe51f18249,65d354300148a75f36826aab,2024-08-05T12:17:10.340Z,2024-08-05T12:19:04.724Z,0
66b0c2c679ee6c83ca0d1691,true,65e87b6bcb7a1ff3d9a82546,65d354300148a75f36826aab,2024-08-05T12:17:10.342Z,2024-08-05T12:19:04.725Z,0
66b0c2c679ee6c83ca0d1693,true,65e87b6acb7a1ff3d9a8250a,65d354300148a75f36826aab,2024-08-05T12:17:10.358Z,2024-08-05T12:19:04.725Z,0
66b0c2c679ee6c83ca0d1697,true,65e87b6acb7a1ff3d9a82530,65d354300148a75f36826aab,2024-08-05T12:17:10.705Z,2024-08-05T12:19:04.722Z,0
66b0f4f879ee6c83ca0dae66,true,66853fe4644aafff5a10a073,65d354320148a75f36826ab0,2024-08-05T15:51:20.925Z,2024-08-05T20:48:56.768Z,0
66b10a0b79ee6c83ca0df388,true,65e87b69cb7a1ff3d9a824b6,65d354090148a75f36826a6f,2024-08-05T17:21:15.419Z,2024-08-09T15:00:25.374Z,0
66b10a0b79ee6c83ca0df38b,true,65e87b68cb7a1ff3d9a8245e,65d354090148a75f36826a6f,2024-08-05T17:21:15.784Z,2024-08-05T19:46:02.901Z,0
66b3cb0bd29869b042d5cbc1,true,66853fe4644aafff5a10a073,65d353fe0148a75f36826a64,2024-08-07T19:29:15.614Z,2024-08-09T12:18:07.640Z,0
66b3e090d29869b042d60daa,true,65e87b67cb7a1ff3d9a8240e,65d353fe0148a75f36826a64,2024-08-07T21:01:04.162Z,2024-08-09T12:18:08.032Z,0
66b4a67bd29869b042d65a42,true,65e87b69cb7a1ff3d9a8249e,65d7474a1e6baf67e051c807,2024-08-08T11:05:31.498Z,2024-08-08T11:15:50.328Z,0
66b4a67bd29869b042d65a44,true,65e87b68cb7a1ff3d9a8245a,65d7474a1e6baf67e051c807,2024-08-08T11:05:31.502Z,2024-08-08T11:15:50.325Z,0
66b4aaf4d29869b042d667de,true,65e87b6bcb7a1ff3d9a8253e,65d354090148a75f36826a6f,2024-08-08T11:24:36.128Z,2024-08-09T14:58:34.371Z,0
66b4b7c2d29869b042d68de8,true,669e93e4bde8fadf674ea9e2,65d353fe0148a75f36826a64,2024-08-08T12:19:14.085Z,2024-08-09T12:18:08.033Z,0
66b4b7ced29869b042d68e0e,true,65e87b6bcb7a1ff3d9a82562,65d7474a1e6baf67e051c807,2024-08-08T12:19:26.007Z,2024-08-09T14:02:34.736Z,0
66b4c1e3d29869b042d6a8eb,true,669e92dfbde8fadf674ea964,65d354370148a75f36826aba,2024-08-08T13:02:27.216Z,2024-08-08T13:52:53.046Z,0
66b4c99bd29869b042d6c550,true,65e87b69cb7a1ff3d9a8249e,65d354090148a75f36826a6f,2024-08-08T13:35:23.007Z,2024-08-09T14:58:34.368Z,0
66b521b1d29869b042d7d690,true,65e87b66cb7a1ff3d9a823cc,65d354090148a75f36826a6f,2024-08-08T19:51:13.189Z,2024-08-09T14:59:24.113Z,0
66b521b1d29869b042d7d692,true,65e87b66cb7a1ff3d9a823f0,65d354090148a75f36826a6f,2024-08-08T19:51:13.195Z,2024-08-09T14:59:24.115Z,0
66ba37c680cf752f9e4cf648,true,65e87b67cb7a1ff3d9a8243a,65d354370148a75f36826aba,2024-08-12T16:26:46.693Z,2024-08-13T12:55:01.893Z,0
66ba37c680cf752f9e4cf64a,true,65e87b66cb7a1ff3d9a823cc,65d354370148a75f36826aba,2024-08-12T16:26:46.696Z,2024-08-12T17:25:17.443Z,0
66ba37c680cf752f9e4cf64c,true,65e87b6bcb7a1ff3d9a82556,65d354370148a75f36826aba,2024-08-12T16:26:46.701Z,2024-08-13T12:54:32.405Z,0
66ba3cf02725ba7db8bd43b8,true,669e92dfbde8fadf674ea964,65d354370148a75f36826aba,2024-08-12T16:48:48.671Z,2024-08-12T17:27:36.180Z,0
66bb3f482725ba7db8be34b2,true,65e87b6acb7a1ff3d9a82520,65d354090148a75f36826a6f,2024-08-13T11:11:04.077Z,2024-08-13T12:37:36.402Z,0
66bb3f8a2725ba7db8be34e2,true,65e87b6bcb7a1ff3d9a82562,65d7474a1e6baf67e051c807,2024-08-13T11:12:10.809Z,2024-08-13T20:43:23.855Z,0
66bb405b2725ba7db8be350a,true,65e87b6bcb7a1ff3d9a82560,65d354090148a75f36826a6f,2024-08-13T11:15:39.955Z,2024-08-13T20:43:23.861Z,0
66bb41b92725ba7db8be35ae,true,6683017219bd4abe51f18249,65d354090148a75f36826a6f,2024-08-13T11:21:29.382Z,2024-08-13T20:44:36.840Z,0
66bb46670edce51ae18e0e87,true,65e87b6bcb7a1ff3d9a82572,65d354190148a75f36826a85,2024-08-13T11:41:27.891Z,2024-08-13T20:41:56.354Z,0
66bb46700edce51ae18e0e9b,true,65e87b6acb7a1ff3d9a82526,65d355d1aa745e2e9069b7fc,2024-08-13T11:41:36.766Z,2024-08-13T12:53:57.091Z,0
66bb506e0edce51ae18e2c79,true,65e87b6bcb7a1ff3d9a82540,65d354370148a75f36826aba,2024-08-13T12:24:14.512Z,2024-08-13T12:53:57.102Z,0
66bb80ccd2f65f69d1a3d850,true,65e87b68cb7a1ff3d9a8245a,65d354090148a75f36826a6f,2024-08-13T15:50:36.236Z,2024-08-13T16:16:16.312Z,0
66bbb0efe00fb7aa524f15e9,true,66bbb0d0e00fb7aa524f15e1,65d355c2aa745e2e9069b7ee,2024-08-13T19:15:59.989Z,2024-08-14T10:26:34.355Z,0
66bc8fe9e00fb7aa524f648c,true,65e87b6bcb7a1ff3d9a82562,65d7474a1e6baf67e051c807,2024-08-14T11:07:21.240Z,2024-08-16T13:30:16.541Z,0
66bc8fe9e00fb7aa524f648f,true,65e87b6bcb7a1ff3d9a82572,65d7474a1e6baf67e051c807,2024-08-14T11:07:21.615Z,2024-08-15T11:57:55.113Z,0
66bc9058e00fb7aa524f64ac,true,65e87b6bcb7a1ff3d9a82560,65d354090148a75f36826a6f,2024-08-14T11:09:12.170Z,2024-08-15T11:41:58.486Z,0
66bc9058e00fb7aa524f64ae,true,668d837abde8fadf6747ef8d,65d354090148a75f36826a6f,2024-08-14T11:09:12.172Z,2024-08-15T11:41:58.479Z,0
66bc9058e00fb7aa524f64b0,true,65e87b6acb7a1ff3d9a824f6,65d354090148a75f36826a6f,2024-08-14T11:09:12.173Z,2024-08-20T11:40:55.964Z,0
66bc938ae00fb7aa524f6dcf,true,65e87b67cb7a1ff3d9a8240e,65d354090148a75f36826a6f,2024-08-14T11:22:50.490Z,2024-08-15T11:27:20.844Z,0
66bc938ae00fb7aa524f6dd1,true,65e87b6bcb7a1ff3d9a82554,65d354090148a75f36826a6f,2024-08-14T11:22:50.493Z,2024-08-16T14:22:46.159Z,0
66bcab09e00fb7aa524fb3ba,true,65e87b67cb7a1ff3d9a8243a,65d354370148a75f36826aba,2024-08-14T13:03:05.713Z,2024-08-14T15:23:54.284Z,0
66bcab09e00fb7aa524fb3bc,true,65e87b67cb7a1ff3d9a82440,65d354370148a75f36826aba,2024-08-14T13:03:05.719Z,2024-08-14T15:24:53.856Z,0
66bcab09e00fb7aa524fb3be,true,65e87b6bcb7a1ff3d9a8254e,65d354370148a75f36826aba,2024-08-14T13:03:05.756Z,2024-08-14T15:23:54.424Z,0
66bcb7a2e00fb7aa524fd598,true,6683017219bd4abe51f18249,65d355c2aa745e2e9069b7ee,2024-08-14T13:56:50.784Z,2024-08-15T11:41:58.484Z,0
66bcbf70e00fb7aa524fe66f,true,65e87b68cb7a1ff3d9a8245c,65d354370148a75f36826aba,2024-08-14T14:30:08.964Z,2024-08-14T15:23:54.287Z,0
66bcde46e00fb7aa5250453c,true,65e87b6acb7a1ff3d9a82518,65d354300148a75f36826aab,2024-08-14T16:41:42.596Z,2024-08-14T17:12:45.625Z,0
66bce0b9e00fb7aa52504dc1,true,65e87b68cb7a1ff3d9a8245c,65d354090148a75f36826a6f,2024-08-14T16:52:09.665Z,2024-08-15T11:49:10.479Z,0
66bd0eb3e00fb7aa5250d236,true,65e87b6acb7a1ff3d9a82536,65d354370148a75f36826aba,2024-08-14T20:08:19.591Z,2024-08-15T11:47:55.744Z,0
66bd0f06e00fb7aa5250d25e,true,66a3f444af9e4dcbc173cd44,65d354370148a75f36826aba,2024-08-14T20:09:42.136Z,2024-08-15T11:47:55.747Z,0
66bde708e00fb7aa5251d278,true,65e87b66cb7a1ff3d9a823cc,65d354370148a75f36826aba,2024-08-15T11:31:20.448Z,2024-08-15T11:47:55.748Z,0
66bde708e00fb7aa5251d27a,true,65e87b67cb7a1ff3d9a8243a,65d354370148a75f36826aba,2024-08-15T11:31:20.455Z,2024-08-15T11:47:55.745Z,0
66bde708e00fb7aa5251d27d,true,65e87b67cb7a1ff3d9a82440,65d354370148a75f36826aba,2024-08-15T11:31:20.825Z,2024-08-15T11:47:55.741Z,0
66be000ee00fb7aa52523390,true,65e87b66cb7a1ff3d9a823ce,65d354090148a75f36826a6f,2024-08-15T13:18:06.815Z,2024-08-20T11:40:55.963Z,0
66be000ee00fb7aa5252338e,true,65e87b67cb7a1ff3d9a8243a,65d354090148a75f36826a6f,2024-08-15T13:18:06.811Z,2024-08-20T11:40:55.967Z,0
66be000ee00fb7aa52523392,true,65e87b67cb7a1ff3d9a8241c,65d354090148a75f36826a6f,2024-08-15T13:18:06.900Z,2024-08-20T11:40:55.971Z,0
66be0043e00fb7aa525233da,true,65e87b66cb7a1ff3d9a823f4,65d354370148a75f36826aba,2024-08-15T13:18:59.823Z,2024-08-21T14:08:39.947Z,0
66bf5211e00fb7aa525445b1,true,65e87b6bcb7a1ff3d9a82570,65d354370148a75f36826aba,2024-08-16T13:20:17.542Z,2024-08-16T13:30:16.930Z,0
66bf6116e00fb7aa52547442,true,65e87b67cb7a1ff3d9a8240e,65d3542d0148a75f36826aa6,2024-08-16T14:24:22.628Z,2024-08-16T14:28:44.417Z,0
66bf6116e00fb7aa52547444,true,65e87b6bcb7a1ff3d9a82554,65d3542d0148a75f36826aa6,2024-08-16T14:24:22.632Z,2024-08-16T14:28:44.420Z,0
66bfbdb1e00fb7aa52558eb5,true,65e87b67cb7a1ff3d9a8240e,65d3542d0148a75f36826aa6,2024-08-16T20:59:29.244Z,2024-08-21T14:09:04.483Z,0
66c33bade00fb7aa525660bf,true,65e87b6acb7a1ff3d9a82522,65d354090148a75f36826a6f,2024-08-19T12:33:49.765Z,2024-08-20T11:40:55.968Z,0
66c33bade00fb7aa525660c3,true,6699559dbde8fadf674abf17,65d354090148a75f36826a6f,2024-08-19T12:33:49.773Z,2024-08-20T11:40:55.966Z,0
66c33bade00fb7aa525660c1,true,65e87b6acb7a1ff3d9a82520,65d354090148a75f36826a6f,2024-08-19T12:33:49.768Z,2024-08-20T11:40:55.956Z,0
66c34004e00fb7aa52566a76,true,65e87b6bcb7a1ff3d9a82562,65d354090148a75f36826a6f,2024-08-19T12:52:20.210Z,2024-08-20T11:40:55.969Z,0
66c34004e00fb7aa52566a78,true,668d837abde8fadf6747ef8d,65d354090148a75f36826a6f,2024-08-19T12:52:20.216Z,2024-08-20T11:40:55.959Z,0
66c34004e00fb7aa52566a7a,true,65e87b6bcb7a1ff3d9a82560,65d354090148a75f36826a6f,2024-08-19T12:52:20.227Z,2024-08-20T11:40:55.972Z,0
66c34765e00fb7aa52568974,true,65e87b66cb7a1ff3d9a823fe,65d354190148a75f36826a85,2024-08-19T13:23:49.478Z,2024-08-19T13:33:18.043Z,0
66c3623ee00fb7aa5256ecdf,true,65e87b6acb7a1ff3d9a8251a,65df406b30ae123eed738a44,2024-08-19T15:18:22.413Z,2024-08-19T16:19:39.902Z,0
66c3623ee00fb7aa5256ece1,true,65e87b6acb7a1ff3d9a82512,65df406b30ae123eed738a44,2024-08-19T15:18:22.415Z,2024-08-19T16:19:39.863Z,0
66c3623ee00fb7aa5256ece3,true,65e87b6acb7a1ff3d9a82516,65df406b30ae123eed738a44,2024-08-19T15:18:22.428Z,2024-08-19T16:19:39.861Z,0
66c3626fe00fb7aa5256ed2b,true,669e93e4bde8fadf674ea9e2,65d354090148a75f36826a6f,2024-08-19T15:19:11.385Z,2024-08-19T16:19:39.872Z,0
66c36b6be00fb7aa5257067e,true,65e87b6acb7a1ff3d9a82532,65d354090148a75f36826a6f,2024-08-19T15:57:31.342Z,2024-08-19T16:19:39.864Z,0
66c37b33e00fb7aa52573a9b,true,65e87b66cb7a1ff3d9a823fe,65d7474a1e6baf67e051c807,2024-08-19T17:04:51.882Z,2024-08-19T18:44:15.901Z,0
