_id,type,quantity,item,employee,createdAt,updatedAt,__v
65e888900d7e43049698d2d5,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:03.386Z,2023-08-24T19:23:03.386Z,0
65e888900d7e43049698d2d8,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:03.977Z,2023-08-24T19:23:03.977Z,0
65e888900d7e43049698d2db,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:04.577Z,2023-08-24T19:23:04.577Z,0
65e888900d7e43049698d2de,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:05.126Z,2023-08-24T19:23:05.126Z,0
65e888900d7e43049698d2e1,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:05.745Z,2023-08-24T19:23:05.745Z,0
65e888900d7e43049698d2e4,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:06.235Z,2023-08-24T19:23:06.235Z,0
65e888900d7e43049698d2e7,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:06.699Z,2023-08-24T19:23:06.699Z,0
65e888900d7e43049698d2ea,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:07.204Z,2023-08-24T19:23:07.204Z,0
65e888900d7e43049698d2ed,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:07.742Z,2023-08-24T19:23:07.742Z,0
65e888910d7e43049698d2f0,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:08.238Z,2023-08-24T19:23:08.238Z,0
65e888910d7e43049698d2f3,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:08.730Z,2023-08-24T19:23:08.730Z,0
65e888910d7e43049698d2f6,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:09.223Z,2023-08-24T19:23:09.223Z,0
65e888910d7e43049698d2f9,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:09.747Z,2023-08-24T19:23:09.747Z,0
65e888910d7e43049698d2fc,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:10.220Z,2023-08-24T19:23:10.220Z,0
65e888910d7e43049698d2ff,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:10.827Z,2023-08-24T19:23:10.827Z,0
65e888910d7e43049698d302,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:11.310Z,2023-08-24T19:23:11.310Z,0
65e888910d7e43049698d305,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:11.789Z,2023-08-24T19:23:11.789Z,0
65e888910d7e43049698d308,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:12.428Z,2023-08-24T19:23:12.428Z,0
65e888910d7e43049698d30b,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:12.955Z,2023-08-24T19:23:12.955Z,0
65e888910d7e43049698d30e,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:13.602Z,2023-08-24T19:23:13.602Z,0
65e888910d7e43049698d311,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:14.069Z,2023-08-24T19:23:14.069Z,0
65e888910d7e43049698d314,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:14.627Z,2023-08-24T19:23:14.627Z,0
65e888910d7e43049698d317,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:15.187Z,2023-08-24T19:23:15.187Z,0
65e888910d7e43049698d31a,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:15.637Z,2023-08-24T19:23:15.637Z,0
65e888910d7e43049698d31d,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:16.134Z,2023-08-24T19:23:16.134Z,0
65e888910d7e43049698d320,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:16.581Z,2023-08-24T19:23:16.581Z,0
65e888910d7e43049698d323,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:17.072Z,2023-08-24T19:23:17.072Z,0
65e888910d7e43049698d326,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:17.558Z,2023-08-24T19:23:17.558Z,0
65e888920d7e43049698d329,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:18.064Z,2023-08-24T19:23:18.064Z,0
65e888920d7e43049698d32c,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:18.535Z,2023-08-24T19:23:18.535Z,0
65e888920d7e43049698d32f,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:18.997Z,2023-08-24T19:23:18.997Z,0
65e888920d7e43049698d332,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:19.541Z,2023-08-24T19:23:19.541Z,0
65e888920d7e43049698d335,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:20.046Z,2023-08-24T19:23:20.046Z,0
65e888920d7e43049698d338,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:20.628Z,2023-08-24T19:23:20.628Z,0
65e888920d7e43049698d33b,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:21.412Z,2023-08-24T19:23:21.412Z,0
65e888920d7e43049698d33e,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:22.685Z,2023-08-24T19:23:22.685Z,0
65e888920d7e43049698d341,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:23.359Z,2023-08-24T19:23:23.359Z,0
65e888920d7e43049698d344,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:23.985Z,2023-08-24T19:23:23.985Z,0
65e888920d7e43049698d347,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:24.560Z,2023-08-24T19:23:24.560Z,0
65e888920d7e43049698d34a,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:25.204Z,2023-08-24T19:23:25.204Z,0
65e888920d7e43049698d34d,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:25.742Z,2023-08-24T19:23:25.742Z,0
65e888920d7e43049698d350,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:26.445Z,2023-08-24T19:23:26.445Z,0
65e888920d7e43049698d353,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:27.381Z,2023-08-24T19:23:27.381Z,0
65e888920d7e43049698d356,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:28.077Z,2023-08-24T19:23:28.077Z,0
65e888920d7e43049698d359,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:28.758Z,2023-08-24T19:23:28.758Z,0
65e888920d7e43049698d35c,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:29.369Z,2023-08-24T19:23:29.369Z,0
65e888920d7e43049698d35f,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:30.088Z,2023-08-24T19:23:30.088Z,0
65e888920d7e43049698d362,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:30.705Z,2023-08-24T19:23:30.705Z,0
65e888920d7e43049698d365,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:32.047Z,2023-08-24T19:23:32.047Z,0
65e888920d7e43049698d368,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:33.524Z,2023-08-24T19:23:33.524Z,0
65e888920d7e43049698d36b,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:35.129Z,2023-08-24T19:23:35.129Z,0
65e888920d7e43049698d36e,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-24T19:23:39.674Z,2023-08-24T19:23:39.674Z,0
65e888930d7e43049698d385,false,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-25T13:25:22.568Z,2023-08-25T13:25:22.568Z,0
65e888930d7e43049698d388,false,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-25T13:25:41.715Z,2023-08-25T13:25:41.715Z,0
65e888930d7e43049698d38b,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-25T13:25:52.319Z,2023-08-25T13:25:52.319Z,0
65e888930d7e43049698d38e,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-25T13:26:52.862Z,2023-08-25T13:26:52.862Z,0
65e888930d7e43049698d391,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-25T13:29:05.604Z,2023-08-25T13:29:05.604Z,0
65e888930d7e43049698d394,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-25T13:29:09.014Z,2023-08-25T13:29:09.014Z,0
65e888930d7e43049698d397,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-25T13:29:16.074Z,2023-08-25T13:29:16.074Z,0
65e888930d7e43049698d3aa,false,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-25T14:07:30.848Z,2023-08-25T14:07:30.848Z,0
65e888930d7e43049698d3ad,true,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-25T14:08:31.339Z,2023-08-25T14:08:31.339Z,0
65e888930d7e43049698d3b0,false,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-25T14:08:42.278Z,2023-08-25T14:08:42.278Z,0
65e888940d7e43049698d3b3,true,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-25T14:09:11.672Z,2023-08-25T14:09:11.672Z,0
65e888940d7e43049698d3b6,false,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-25T14:09:14.638Z,2023-08-25T14:09:14.638Z,0
65e888940d7e43049698d3b9,false,1,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-25T14:11:02.917Z,2023-08-25T14:11:02.917Z,0
65e888940d7e43049698d3bc,false,1,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-25T14:11:10.171Z,2023-08-25T14:11:10.171Z,0
65e888940d7e43049698d3bf,false,1,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-25T14:11:14.140Z,2023-08-25T14:11:14.140Z,0
65e888940d7e43049698d3c2,false,1,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-25T14:11:15.571Z,2023-08-25T14:11:15.571Z,0
65e888940d7e43049698d3c5,false,1,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-25T14:11:16.402Z,2023-08-25T14:11:16.402Z,0
65e888940d7e43049698d3c8,true,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-25T14:13:03.069Z,2023-08-25T14:13:03.069Z,0
65e888940d7e43049698d3cb,false,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-25T14:13:06.003Z,2023-08-25T14:13:06.003Z,0
65e888940d7e43049698d3ce,false,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-25T14:13:15.015Z,2023-08-25T14:13:15.015Z,0
65e888940d7e43049698d3d1,true,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-25T14:13:17.304Z,2023-08-25T14:13:17.304Z,0
65e888940d7e43049698d3d5,false,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-25T15:46:01.433Z,2023-08-25T15:46:01.433Z,0
65e888940d7e43049698d3d8,true,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-25T15:46:04.684Z,2023-08-25T15:46:04.684Z,0
65e888940d7e43049698d3e4,false,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-25T17:58:37.835Z,2023-08-25T17:58:37.835Z,0
65e888940d7e43049698d3e9,false,1,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-25T19:12:18.291Z,2023-08-25T19:12:18.291Z,0
65e888940d7e43049698d3ec,false,1,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-25T19:12:20.323Z,2023-08-25T19:12:20.323Z,0
65e888950d7e43049698d3f3,true,1,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-28T12:50:03.647Z,2023-08-28T12:50:03.647Z,0
65e888950d7e43049698d3f6,false,1,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-28T16:16:07.116Z,2023-08-28T16:16:07.116Z,0
65e888950d7e43049698d3f9,false,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-28T16:16:16.093Z,2023-08-28T16:16:16.093Z,0
65e888950d7e43049698d3ff,false,1,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-28T17:31:33.049Z,2023-08-28T17:31:33.049Z,0
65e888950d7e43049698d402,false,1,65e87b68cb7a1ff3d9a82472,65d47f7f8dc91af0429e2c83,2023-08-28T17:52:45.483Z,2023-08-28T17:52:45.483Z,0
65e888950d7e43049698d405,false,1,65e87b68cb7a1ff3d9a82472,65d47f7f8dc91af0429e2c83,2023-08-28T17:52:46.245Z,2023-08-28T17:52:46.245Z,0
65e888950d7e43049698d408,false,1,65e87b68cb7a1ff3d9a82470,65d47f7f8dc91af0429e2c83,2023-08-28T17:52:47.440Z,2023-08-28T17:52:47.440Z,0
65e888950d7e43049698d40b,false,1,65e87b68cb7a1ff3d9a82470,65d47f7f8dc91af0429e2c83,2023-08-28T17:52:47.935Z,2023-08-28T17:52:47.935Z,0
65e888950d7e43049698d40e,false,1,65e87b68cb7a1ff3d9a8247a,65d47f7f8dc91af0429e2c83,2023-08-28T19:05:23.350Z,2023-08-28T19:05:23.350Z,0
65e888950d7e43049698d411,false,1,65e87b69cb7a1ff3d9a824c0,65d47f7f8dc91af0429e2c83,2023-08-28T19:16:02.350Z,2023-08-28T19:16:02.350Z,0
65e888950d7e43049698d414,false,1,65e87b69cb7a1ff3d9a824c0,65d47f7f8dc91af0429e2c83,2023-08-28T19:16:03.496Z,2023-08-28T19:16:03.496Z,0
65e888950d7e43049698d417,false,120,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-29T10:40:15.996Z,2023-08-29T10:40:15.996Z,0
65e888950d7e43049698d41a,false,40,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-29T10:40:17.996Z,2023-08-29T10:40:17.996Z,0
65e888950d7e43049698d41d,false,40,65e87b69cb7a1ff3d9a824c0,65d47f7f8dc91af0429e2c83,2023-08-29T10:40:19.040Z,2023-08-29T10:40:19.040Z,0
65e888950d7e43049698d421,false,20,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-29T10:40:22.064Z,2023-08-29T10:40:22.064Z,0
65e888950d7e43049698d425,true,20,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-29T10:42:19.338Z,2023-08-29T10:42:19.338Z,0
65e888950d7e43049698d428,true,20,65e87b67cb7a1ff3d9a82434,65d47f7f8dc91af0429e2c83,2023-08-29T10:42:32.697Z,2023-08-29T10:42:32.697Z,0
65e888950d7e43049698d42c,true,120,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-29T10:43:22.179Z,2023-08-29T10:43:22.179Z,0
65e888950d7e43049698d42f,true,40,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-29T10:43:26.540Z,2023-08-29T10:43:26.540Z,0
65e888950d7e43049698d432,true,40,65e87b69cb7a1ff3d9a824c0,65d47f7f8dc91af0429e2c83,2023-08-29T10:43:31.235Z,2023-08-29T10:43:31.235Z,0
65e888950d7e43049698d435,true,1,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-29T11:12:18.429Z,2023-08-29T11:12:18.429Z,0
65e888960d7e43049698d438,true,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-29T11:12:23.734Z,2023-08-29T11:12:23.734Z,0
65e888960d7e43049698d43c,true,1,65e87b69cb7a1ff3d9a824c0,65d47f7f8dc91af0429e2c83,2023-08-29T11:12:26.623Z,2023-08-29T11:12:26.623Z,0
65e888960d7e43049698d43f,false,1,65e87b69cb7a1ff3d9a824c0,65d47f7f8dc91af0429e2c83,2023-08-29T11:12:29.659Z,2023-08-29T11:12:29.659Z,0
65e888960d7e43049698d443,false,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-29T11:12:32.530Z,2023-08-29T11:12:32.530Z,0
65e888960d7e43049698d446,false,1,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-29T11:12:33.152Z,2023-08-29T11:12:33.152Z,0
65e888960d7e43049698d449,false,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-29T11:12:37.057Z,2023-08-29T11:12:37.057Z,0
65e888960d7e43049698d44c,false,1,65e87b68cb7a1ff3d9a82460,65d47f7f8dc91af0429e2c83,2023-08-29T11:12:37.695Z,2023-08-29T11:12:37.695Z,0
65e888960d7e43049698d44f,false,1,65e87b69cb7a1ff3d9a824c2,65d47f7f8dc91af0429e2c83,2023-08-29T11:13:26.983Z,2023-08-29T11:13:26.983Z,0
65e888960d7e43049698d452,false,1,65e87b67cb7a1ff3d9a82434,65d47f7f8dc91af0429e2c83,2023-08-29T11:13:28.340Z,2023-08-29T11:13:28.340Z,0
65e888960d7e43049698d455,false,1,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T11:17:28.718Z,2023-08-29T11:17:28.718Z,0
65e888960d7e43049698d458,false,1,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T11:22:35.630Z,2023-08-29T11:22:35.630Z,0
65e888960d7e43049698d45b,false,1,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T11:22:46.674Z,2023-08-29T11:22:46.674Z,0
65e888960d7e43049698d45e,false,1,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T11:24:03.668Z,2023-08-29T11:24:03.668Z,0
65e888960d7e43049698d461,false,1,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T11:27:11.202Z,2023-08-29T11:27:11.202Z,0
65e888960d7e43049698d464,false,1,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T11:28:01.267Z,2023-08-29T11:28:01.267Z,0
65e888960d7e43049698d467,false,1,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T11:29:43.893Z,2023-08-29T11:29:43.893Z,0
65e888960d7e43049698d46a,false,1,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T11:31:11.179Z,2023-08-29T11:31:11.179Z,0
65e888960d7e43049698d46d,false,12,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-29T11:31:45.421Z,2023-08-29T11:31:45.421Z,0
65e888960d7e43049698d470,false,1,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T11:32:52.480Z,2023-08-29T11:32:52.480Z,0
65e888960d7e43049698d473,false,1,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T11:34:44.215Z,2023-08-29T11:34:44.215Z,0
65e888960d7e43049698d476,false,1,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T11:36:47.869Z,2023-08-29T11:36:47.869Z,0
65e888960d7e43049698d479,false,1,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T11:37:50.075Z,2023-08-29T11:37:50.075Z,0
65e888960d7e43049698d47c,false,1,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T11:38:24.512Z,2023-08-29T11:38:24.512Z,0
65e888970d7e43049698d47f,false,1,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T11:38:48.145Z,2023-08-29T11:38:48.145Z,0
65e888970d7e43049698d482,false,0.5,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T11:41:13.026Z,2023-08-29T11:41:13.026Z,0
65e888970d7e43049698d485,false,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-29T11:41:27.694Z,2023-08-29T11:41:27.694Z,0
65e888970d7e43049698d488,true,1,65e87b6acb7a1ff3d9a824f8,65d47f7f8dc91af0429e2c83,2023-08-29T11:41:34.081Z,2023-08-29T11:41:34.081Z,0
65e888970d7e43049698d48b,false,1,65e87b68cb7a1ff3d9a82460,65d47f7f8dc91af0429e2c83,2023-08-29T11:53:12.979Z,2023-08-29T11:53:12.979Z,0
65e888970d7e43049698d48e,false,1,65e87b69cb7a1ff3d9a824c0,65d47f7f8dc91af0429e2c83,2023-08-29T12:00:49.121Z,2023-08-29T12:00:49.121Z,0
65e888970d7e43049698d494,false,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-29T14:00:03.487Z,2023-08-29T14:00:03.487Z,0
65e888970d7e43049698d497,false,0.5,65e87b6acb7a1ff3d9a824fa,65d47f7f8dc91af0429e2c83,2023-08-29T14:08:01.486Z,2023-08-29T14:08:01.486Z,0
65e888970d7e43049698d4a0,false,1,65e87b69cb7a1ff3d9a824ca,65d47f7f8dc91af0429e2c83,2023-08-29T16:06:47.878Z,2023-08-29T16:06:47.878Z,0
65e888970d7e43049698d4a3,false,1,65e87b68cb7a1ff3d9a8248e,65d47f7f8dc91af0429e2c83,2023-08-29T16:06:48.460Z,2023-08-29T16:06:48.460Z,0
65e888970d7e43049698d4a9,false,1,65e87b68cb7a1ff3d9a82460,65d47f7f8dc91af0429e2c83,2023-08-29T16:21:42.972Z,2023-08-29T16:21:42.972Z,0
65e888970d7e43049698d4ac,false,1,65e87b69cb7a1ff3d9a824c2,65d47f7f8dc91af0429e2c83,2023-08-29T17:13:57.087Z,2023-08-29T17:13:57.087Z,0
65e888970d7e43049698d4af,false,1,65e87b67cb7a1ff3d9a82434,65d47f7f8dc91af0429e2c83,2023-08-29T17:14:02.900Z,2023-08-29T17:14:02.900Z,0
