_id,serial_number,general_painting,entry_date,term,started_at,finished_at,team,status,brand,__v,comission,observations.annotation,observations._id,files[0].url,files[1].url,files[2].url,files[3].url,files[0].type,files[1].type,files[2].type,files[3].type,description,colors[0],colors[1],colors[2],colors[3],colors[4],colors[5],colors[6],colors[7],colors[8],colors[9],observations.images[0].url,observations.images[1].url,observations.images[2].url,observations.images[3].url,observations.images[4].url,observations.images[5].url,observations.images[6].url,observations.images[7].url,observations.images[8].url,observations.images[9].url,observations.images[10].url,observations.images[0].type,observations.images[1].type,observations.images[2].type,observations.images[3].type,observations.images[4].type,observations.images[5].type,observations.images[6].type,observations.images[7].type,observations.images[8].type,observations.images[9].type,observations.images[10].type,service_order[0].name,service_order[1].name,service_order[2].name,service_order[3].name,service_order[4].name,service_order[5].name,service_order[6].name,service_order[7].name,service_order[0].done,service_order[1].done,service_order[2].done,service_order[3].done,service_order[4].done,service_order[5].done,service_order[6].done,service_order[7].done,service_order[0]._id,service_order[1]._id,service_order[2]._id,service_order[3]._id,service_order[4]._id,service_order[5]._id,service_order[6]._id,service_order[7]._id
65e87b9175f168374cbc082d,0001,,2023-07-31,2023-08-01T14:02,2023-08-01T05:00,2023-08-01T15:00,Equipe 1,Finalizado,65e87b9175f168374cbc082b,0,1,,669fd949bde8fadf6750631a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9175f168374cbc0832,0,,2023-08-02,2023-08-04T09:00,2023-08-04T07:17,2023-08-04T09:03,Equipe 2,Finalizado,65e87b9875f168374cbc09e8,0,1,,669fd949bde8fadf6750631b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9175f168374cbc0837,30213,,2023-08-11,2023-08-14T14:00,2023-08-14T05:09,2023-08-14T12:22,Equipe 1,Finalizado,65e87b9175f168374cbc0835,0,1,,669fd949bde8fadf6750631c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9175f168374cbc083a,FRU-9891,,2023-08-04,2023-08-17T14:00,2023-08-15T11:24,2023-08-17T14:41,Equipe 1,Finalizado,65e87b9175f168374cbc0808,0,1,,669fd949bde8fadf6750631d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9175f168374cbc083f,0002,,2023-07-25,2023-08-04T14:26,2023-07-25T08:26,2023-08-07T06:38,Equipe 1,Finalizado,65e87b9175f168374cbc083d,0,1,,669fd949bde8fadf6750631e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9175f168374cbc0844,0003,,2023-07-31,2023-08-03T14:00,2023-07-31T08:30,2023-08-03T14:39,Equipe 2,Finalizado,65e87b9175f168374cbc0842,0,1,,669fd949bde8fadf6750631f,https://firebasestorage.googleapis.com/v0/b/ankaa-files.appspot.com/o/pdfs%2F9d3e5a83-cf41-459a-bf48-f068512532ef?alt=media&token=13ddd95f-8a34-4c42-b274-e19d30c0d49f,,,,application/pdf,,,,,65e87bc008339fc2d8061122,65e87bbf08339fc2d80610fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9175f168374cbc0849,29806,,2023-08-04,2023-08-07T09:00,2023-08-07T05:45,2023-08-07T11:14,Equipe 2,Finalizado,65e87b9175f168374cbc0847,0,1,,669fd949bde8fadf67506320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9175f168374cbc084c,0001,,2023-08-04,2023-08-08T16:00,2023-08-04T07:15,2023-08-08T12:23,Equipe 1,Finalizado,65e87b9075f168374cbc0803,0,1,,669fd949bde8fadf67506321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc084f,FII-2156,,2023-08-04,2023-08-11T14:00,2023-08-04T07:19,2023-08-14T04:46,Equipe 1,Finalizado,65e87b9175f168374cbc0808,0,1,,669fd949bde8fadf67506322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc0854,26494,,2023-08-02,2023-08-08T14:00,2023-08-04T07:40,2023-08-08T13:02,Equipe 2,Finalizado,65e87b9275f168374cbc0852,0,1,,669fd949bde8fadf67506323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc0859,0708,,2023-08-07,2023-08-07T14:00,2023-08-07T05:43,2023-08-08T04:33,Equipe 1,Finalizado,65e87b9275f168374cbc0857,0,1,,669fd949bde8fadf67506324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc085e,29620,,2023-08-07,2023-08-08T14:00,2023-08-07T12:53,2023-08-08T12:42,Equipe 2,Finalizado,65e87b9275f168374cbc085c,0,1,,669fd949bde8fadf67506325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc0861,29619,,2023-08-07,2023-08-07T15:53,2023-08-07T15:53,2023-08-07T15:53,Equipe 2,Finalizado,65e87b9275f168374cbc085c,0,1,,669fd949bde8fadf67506326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc0866,30112,,2023-08-08,2023-08-09T09:00,2023-08-08T06:45,2023-08-09T11:07,Equipe 2,Finalizado,65e87b9275f168374cbc0864,0,1,,669fd949bde8fadf67506327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc086b,30229,,2023-08-09,2023-08-14T09:00,2023-08-14T05:09,2023-08-14T09:41,Equipe 1,Finalizado,65e87b9275f168374cbc0869,0,1,,669fd949bde8fadf67506328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc0870,0001,,2023-08-11,2023-08-11T14:00,2023-08-11T05:50,2023-08-14T06:14,Equipe 2,Finalizado,65e87b9275f168374cbc088d,0,1,,669fd949bde8fadf67506329,,,,,,,,,"6,00m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc0875,0001,,2023-08-14,2023-08-14T14:00,2023-08-14T05:18,2023-08-14T11:26,Equipe 2,Finalizado,65e87b9275f168374cbc0873,0,1,,669fd949bde8fadf6750632a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc087a,0001,,2023-08-14,2023-08-17T14:00,2023-08-14T05:13,2023-08-18T04:25,Equipe 2,Finalizado,65e87b9275f168374cbc0878,0,1,,669fd949bde8fadf6750632b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc087d,0001,,2023-08-14,2023-08-14T14:00,2023-08-14T05:17,2023-08-14T15:02,Equipe 1,Finalizado,65e87b9275f168374cbc0857,0,1,,669fd949bde8fadf6750632c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc0882,030054,,2023-08-15,2023-08-15T14:00,2023-08-15T04:36,2023-08-15T14:26,Equipe 1,Finalizado,65e87b9275f168374cbc0880,0,1,,669fd949bde8fadf6750632d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc0885,030122,,2023-08-15,2023-08-16T13:00,2023-08-15T04:37,2023-08-16T14:52,Equipe 1,Finalizado,65e87b9275f168374cbc0864,0,1,,669fd949bde8fadf6750632e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc088a,29803,,2023-08-15,2023-08-16T13:00,2023-08-15T06:12,2023-08-16T12:25,Equipe 2,Finalizado,65e87b9275f168374cbc0888,0,1,,669fd949bde8fadf6750632f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc088f,29915,,2023-08-16,2023-08-16T14:00,2023-08-16T05:47,2023-08-16T15:25,Equipe 1,Finalizado,65e87b9275f168374cbc088d,0,1,,669fd949bde8fadf67506330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9275f168374cbc0892,30113,,2023-08-16,2023-08-18T09:00,2023-08-18T06:10,2023-08-18T14:36,Equipe 1,Finalizado,65e87b9275f168374cbc0864,0,1,,669fd949bde8fadf67506331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc0897,0001,,2023-08-17,2023-08-17T14:00,2023-08-17T08:21,2023-08-17T14:36,Equipe 1,Finalizado,65e87b9375f168374cbc0895,0,1,,669fd949bde8fadf67506332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc089c,28984,,2023-08-17,2023-08-22T14:00,2023-08-21T04:42,2023-08-22T14:26,Equipe 2,Finalizado,65e87ba775f168374cbc0d45,0,1,,669fd949bde8fadf67506333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc08a1,30104,,2023-08-18,2023-08-22T14:00,2023-08-18T06:12,2023-08-23T07:58,Equipe 2,Finalizado,65e87b9375f168374cbc089f,0,1,,669fd949bde8fadf67506334,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc08a6,30194,,2023-08-18,2023-08-21T14:00,2023-08-18T06:11,2023-08-21T14:55,Equipe 1,Finalizado,65e87b9375f168374cbc08a4,0,1,,669fd949bde8fadf67506335,,,,,,,,,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc08ab,29480,,2023-08-18,2023-08-22T09:00,2023-08-21T04:41,2023-08-22T09:52,Equipe 1,Finalizado,65e87b9c75f168374cbc0ac2,0,1,,669fd949bde8fadf67506336,,,,,,,,,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc08ae,29960,,2023-08-20,2023-08-23T14:00,2023-08-22T06:13,2023-08-23T13:40,Equipe 2,Finalizado,65e87b9275f168374cbc0857,0,1,,669fd949bde8fadf67506337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc08b1,29960,,2023-08-20,2023-08-23T14:00,2023-08-22T06:13,2023-08-23T13:13,Equipe 2,Finalizado,65e87b9275f168374cbc0857,0,1,,669fd949bde8fadf67506338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc08b4,29960,,2023-08-20,2023-08-21T14:00,2023-08-18T12:24,2023-08-22T05:05,Equipe 2,Finalizado,65e87b9275f168374cbc0857,0,1,,669fd949bde8fadf67506339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc08b7,29960,,2023-08-20,2023-08-21T14:00,2023-08-21T04:41,2023-08-22T05:05,Equipe 2,Finalizado,65e87b9275f168374cbc0857,0,1,,669fd949bde8fadf6750633a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc08ba,GGI-2990,,2023-08-21,2023-08-28T09:00,2023-08-22T07:38,2023-08-30T05:43,Equipe 1,Finalizado,65e87b9175f168374cbc0808,0,1,,669fd949bde8fadf6750633b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc08bf,30032,,2023-08-21,2023-08-21T08:55,2023-08-21T09:15,2023-08-21T09:15,Indefinido,Finalizado,65e87b9375f168374cbc08c5,0,1,,669fd949bde8fadf6750633c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc08c2,0002,,2023-08-21,2023-08-22T09:00,2023-08-21T04:43,2023-08-22T09:52,Equipe 1,Finalizado,65e87b9c75f168374cbc0ac2,0,1,,669fd949bde8fadf6750633d,,,,,,,,,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc08c7,30032,,2023-08-21,2023-08-21T09:00,2023-08-21T04:46,2023-08-21T09:08,Equipe 1,Finalizado,65e87b9375f168374cbc08c5,0,1,,669fd949bde8fadf6750633e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc08cc,0001,,2023-08-22,2023-08-22T14:00,2023-08-22T04:46,2023-08-23T08:27,Equipe 2,Finalizado,65e87b9375f168374cbc08ca,0,1,,669fd949bde8fadf6750633f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc08d1,0001,,2023-08-22,2023-08-24T14:00,2023-08-24T06:47,2023-08-25T14:40,Equipe 1,Finalizado,65e87b9375f168374cbc08cf,0,1,,669fd949bde8fadf67506340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9375f168374cbc08d4,SCY1G95,,2023-08-23,2023-08-24T11:00,2023-08-24T06:48,2023-08-24T09:10,Equipe 2,Finalizado,65e87b9c75f168374cbc0ac2,0,1,,669fd949bde8fadf67506341,,,,,,,,,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9475f168374cbc08d9,29725,,2023-08-23,2023-08-24T14:00,2023-08-24T06:46,2023-08-24T14:28,Equipe 2,Finalizado,65e87b9375f168374cbc08d7,0,1,,669fd949bde8fadf67506342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9475f168374cbc08de,30264,,2023-08-24,2023-08-25T14:00,2023-08-24T06:49,2023-08-25T13:41,Equipe 2,Finalizado,65e87b9475f168374cbc08dc,0,1,,669fd949bde8fadf67506343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9475f168374cbc08e1,30114,,2023-08-23,2023-08-25T14:00,2023-08-23T12:27,2023-08-28T11:20,Equipe 1,Finalizado,65e87b9275f168374cbc0864,0,1,,669fd949bde8fadf67506344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9475f168374cbc08e4,30115,,2023-08-23,2023-08-25T14:00,2023-08-23T12:27,2023-08-28T09:08,Equipe 1,Finalizado,65e87b9275f168374cbc0864,0,1,,669fd949bde8fadf67506345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9475f168374cbc08e9,CVP-7066,,2023-08-24,2023-09-06T14:00,2023-09-04T08:50,2023-09-11T14:07,Equipe 1,Finalizado,65e87b9e75f168374cbc0b59,0,1,,669fd949bde8fadf67506346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9475f168374cbc08ee,29956,,2023-08-24,2023-08-25T13:30,2023-08-25T06:39,2023-08-25T13:41,Equipe 2,Finalizado,65e87b9475f168374cbc08ec,0,1,,669fd949bde8fadf67506347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9475f168374cbc08f3,BVJ2F98,,2023-08-24,2023-09-01T14:00,2023-08-24T06:50,2023-09-04T08:44,Equipe 2,Finalizado,65e87b9475f168374cbc08f1,0,1,,669fd949bde8fadf67506348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9475f168374cbc08f8,PJC-5085,,2023-08-24,2023-09-22T14:00,2023-09-14T19:23,2023-10-03T12:04,Equipe 1,Finalizado,65e87b9075f168374cbc07f9,0,1,,669fd949bde8fadf67506349,,,,,,,,,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9475f168374cbc08fd,RPN-1B64,,2023-08-24,2023-09-21T14:00,2023-09-21T04:29,2023-09-21T14:38,Equipe 2,Finalizado,65e87b9075f168374cbc07f9,0,1,,669fd949bde8fadf6750634a,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9475f168374cbc0902,30275,,2023-08-31,2023-09-01T09:00,2023-08-31T05:05,2023-09-01T09:31,Equipe 1,Finalizado,65e87b9475f168374cbc0900,0,1,,669fd949bde8fadf6750634b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9475f168374cbc0907,30193,,2023-08-29,2023-09-01T13:00,2023-08-30T14:04,2023-09-03T06:08,Equipe 2,Finalizado,65e87b9475f168374cbc0905,0,1,,669fd949bde8fadf6750634c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9475f168374cbc090a,30192,,2023-08-29,2023-09-01T13:00,2023-08-30T14:04,2023-09-03T06:08,Equipe 2,Finalizado,65e87b9475f168374cbc0905,0,1,,669fd949bde8fadf6750634d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9575f168374cbc090f,29593,,2023-08-29,2023-08-30T14:00,2023-08-30T05:54,2023-08-30T13:49,Equipe 1,Finalizado,65e87b9475f168374cbc090d,0,1,,669fd949bde8fadf6750634e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9575f168374cbc0914,29737,,2023-08-29,2023-08-29T14:00,2023-08-28T08:36,2023-08-29T13:47,Equipe 2,Finalizado,65e87b9575f168374cbc0912,0,1,,669fd949bde8fadf6750634f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9575f168374cbc0917,29961,,2023-08-28,2023-08-29T13:00,2023-08-28T08:25,2023-08-29T13:22,Equipe 1,Finalizado,65e87b9275f168374cbc0857,0,1,,669fd949bde8fadf67506350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9575f168374cbc091a,-,,2023-08-31,2023-08-31T14:00,2023-08-31T04:19,2023-08-31T14:29,Equipe 1,Finalizado,65e87b9275f168374cbc0857,0,1,,669fd949bde8fadf67506351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9575f168374cbc091d,AYB-8F02,,2023-08-31,2023-09-06T14:00,2023-09-04T08:51,2023-09-12T08:47,Equipe 1,Finalizado,65e87b9175f168374cbc081c,0,1,,669fd949bde8fadf67506352,https://firebasestorage.googleapis.com/v0/b/ankaa-files.appspot.com/o/pdfs%2F48a04543-7dce-4c6e-9073-26628f392d21?alt=media&token=93a1aead-64d7-4543-9f1d-970654dfe734,https://firebasestorage.googleapis.com/v0/b/ankaa-files.appspot.com/o/pdfs%2F465ea763-b07e-478c-9f9d-ff12a85325da?alt=media&token=07d335d3-96f7-484c-b5db-f5c84a2895ca,,,application/pdf,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9575f168374cbc0920,01,,2023-09-01,2023-09-01T14:00,2023-09-01T04:23,2023-09-01T15:35,Equipe 1,Finalizado,65e87b9375f168374cbc08c5,0,1,,669fd949bde8fadf67506353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9575f168374cbc0923,02,,2023-09-01,2023-09-01T14:00,2023-09-01T04:24,2023-09-01T15:35,Equipe 1,Finalizado,65e87b9375f168374cbc08c5,0,1,,669fd949bde8fadf67506354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9575f168374cbc0928,30352,,2023-09-01,2023-09-01T14:00,2023-09-01T05:16,2023-09-01T14:31,Equipe 1,Finalizado,65e87b9575f168374cbc0926,0,1,,669fd949bde8fadf67506355,,,,,,,,,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e87b9575f168374cbc092d,30466,,2023-09-13,2023-09-13T14:00,2023-09-13T04:20,2023-09-13T14:14,Equipe 1,Finalizado,65e87b9a75f168374cbc0a42,0,1,,669fd949bde8fadf67506356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
