_id,name,logo,cnpj,number,site,budgets[0].url,budgets[1].url,budgets[2].url,budgets[0].type,budgets[1].type,budgets[2].type,budgets[0].date,budgets[1].date,budgets[2].date,__v
668d8148bde8fadf6747ee14,Dislon,https://www.dislon.com.br/wp-content/uploads/2023/09/logo-dislon-azul.png,00.681.593/0001-07,5543999653960,https://www.dislon.com.br/,https://firebasestorage.googleapis.com/v0/b/ankaa-files.appspot.com/o/budgets%2F996406b9-40d1-4fa4-b428-662f6bc77421?alt=media&token=0ecd31cd-df67-4797-ab03-27c534a7e9d0,https://firebasestorage.googleapis.com/v0/b/ankaa-files.appspot.com/o/budgets%2F78968deb-4adc-4875-ad2b-72ffb5d3f7f3?alt=media&token=60eb6bfa-ea97-4a97-8ed4-ee8175ef622e,https://firebasestorage.googleapis.com/v0/b/ankaa-files.appspot.com/o/budgets%2Fab059a24-901d-401b-abfb-f5ab8b45dede?alt=media&token=537e7b6c-3636-4c0b-b71d-e949cddcba7d,application/pdf,application/pdf,application/pdf,2024-07-25T18:54:34.587Z,2024-07-25T18:54:34.587Z,2024-07-25T18:54:34.587Z,0
66995ffabde8fadf674adb56,Ropel (Fernando),https://images.tcdn.com.br/files/1200675/themes/3/img/settings/logo-new-site.png?45fcbba15d0a4189617438f1d536bb97,78.589.405/0001-02,554399670966,https://www.ropelferramentas.com.br/,,,,,,,,,,0
669a95e1bde8fadf674c3690,Eletromix (Vitor),,40.949.425/0001-66,554388243017,,https://firebasestorage.googleapis.com/v0/b/ankaa-files.appspot.com/o/budgets%2F7a6550c7-826e-4c93-b92b-f15349b49e38?alt=media&token=1d238365-57a3-413a-80c4-d1ee19a40dcf,,,application/pdf,,,2024-07-23T14:06:35.864Z,,,0
669aad73bde8fadf674c78dc,Global (Renato),https://globaladesivos.com.br/sitepad-data/uploads/2020/06/LOGO.png,09.598065.0001-55,554333566924,,,,,,,,,,,0
669f8d752c1d6d1d26e04fb2,DM Refletivos (Douglas),https://dmrefletivos.com.br/wp-content/uploads/2023/05/logo-dmrefletivos.svg,14.089.982/0002-25,+5519981637234,https://dmrefletivos.com.br/,https://firebasestorage.googleapis.com/v0/b/ankaa-files.appspot.com/o/budgets%2F043ba7a6-0f65-49a8-9c70-e120c640b03d?alt=media&token=ba8ce8cb-f3b3-4f12-be36-1c8080b7e908,,,application/pdf,,,2024-07-23T16:36:29.225Z,,,0
669fb9473a11deb1db442317,IIESA,https://cdn-ilaioeh.nitrocdn.com/dylhBifSUZfqzGzGhpetLBsNywBfNcri/assets/images/optimized/rev-9b95550/cdn.guiase.net/wp-content/uploads/sites/3819/2024/05/Logo-IIESA-Transparente.webp,45.788.434/0001-36,5511958375234,https://iiesa.com.br/,https://firebasestorage.googleapis.com/v0/b/ankaa-files.appspot.com/o/budgets%2F52c6cccf-2994-4a11-ae48-dbda7c39b239?alt=media&token=f4b5cda1-dc6d-4b73-bafc-99086c90dafb,,,application/pdf,,,2024-07-23T14:10:26.089Z,,,0
669fdccd8f3b6980f5db3b31,Adelon,https://scontent.fldb4-1.fna.fbcdn.net/v/t39.30808-6/301867112_486527500146710_8497977012656488730_n.png?_nc_cat=106&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=aONHB1TPOKIQ7kNvgELeHdP&_nc_ht=scontent.fldb4-1.fna&gid=AyEFowjEh7HlnbhqacfFxx9&oh=00_AYB5Szc2L8gF1VzG5uggG38FyJX6aA5iKLa93wtXmi4Yhw&oe=66B04742,05.293.670/0001-67,554333485401,,,,,,,,,,,0
66a007bf12fd16ae0e85834e,Galle (Eurico),https://galletintas.com.br/wp-content/uploads/2021/08/logo.png,10.354.613/0001-80,554398390274,https://galletintas.com.br/,,,,,,,,,,0
66a12784affe4f371ee44ba0,Aliexpress,https://cdn.icon-icons.com/icons2/2699/PNG/512/aliexpress_logo_icon_168669.png, 13.236697/0001-46, ,https://www.aliexpress.com/,,,,,,,,,,0
66b3ab2fd29869b042d5715e,Três Pontos Papéis (Silvana),,77.243.392/0001-44,554396036957,,,,,,,,,,,0
66c7917ec6f2db25b1a74694,Bolinha Embalagens (Ibiporã),https://bolinhaembalagens.com.br/wp-content/uploads/2020/06/bolinha-embalagens-favicon-512x512px.png,19.874.578/0001-03,+554399010395,,,,,,,,,,,0
66e1eac963f404c3c040aa4b,DWGA,https://images.tcdn.com.br/files/836374/themes/127/img/settings/ghj.png?e9151900a43cc10e95a7072ca54eecc9,53.698.315/0001-10,+554399010395,https://www.dwga.com.br/,,,,,,,,,,0
66e4929563f404c3c0464b9c,Via Gráfit,https://www.viagrafit.com.br/cdn/shop/files/LOGO_VIAGRAFIT_REGISTRADA-01.png?v=1677259503&width=600,09.011.724/0001-05,554331781300,,,,,,,,,,,0
66f2a352d69ba29408dce32b,Del Rey (Beto),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4vt2TP8yIVhT8qYwTKkQGnKAqEmibNc9dRA&s,81.496.143/0001-38,+554196682918,,,,,,,,,,,0
66f2a3b0d69ba29408dce417,MRO Pneumatica,https://mroshop1.bwimg.com.br/mroshop1/template/logo.png?1681923573,36.962.500/0001-51,+5511943616281,https://www.mropneumatica.com.br/,,,,,,,,,,0
66f2a3e7d69ba29408dce988,Prudenflex (Karolina),https://images.tcdn.com.br/img/img_prod/1217462/1683843637_logo-prudenflex-262x116.png,46.742.829/0001-60,+5518996341505,https://www.prudenflex.com.br/,,,,,,,,,,0
66f310e75ba08fb3b6cd09d1,3DJ,https://www.3dj.ind.br/img/logo.png,17.709.708/0001-19,+554398256641,https://www.3dj.ind.br/home,,,,,,,,,,0
67068c43607ddce94cc868bd,Varimax,https://recursos.varimax.com.br/i/logo.png,18.260.707/0005-26,+5519994426400,https://www.varimax.com.br/,,,,,,,,,,0
6712a966607ddce94ce59e38,Guaporé Tintas (Willian),https://mir-s3-cdn-cf.behance.net/projects/404/f6258e193093465.Y3JvcCwxMzgwLDEwODAsMjcwLDA.png,23.965.935/0001-08,‭+5543999412150‬,https://www.guaporetintas.com.br/,,,,,,,,,,0
671665dd18ce94802ed2251d,Só Adesivos (Rodrigo),,23.914.653/0001-81,+5543984256754,,,,,,,,,,,0
671a874f2de7c77f6fc84abb,JLucas,https://http2.mlstatic.com/storage/mshops-appearance-api/images/59/22914059/logo-2021102710582469800.png,26.430.397/0001-45,+552125849992,https://www.jlucas.com.br/,,,,,,,,,,0
671a9c912de7c77f6fc85084,So Tech,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNqOLucVzYmL1FlH24aLcjbBLW2jHwesCrcg&s,01.616.759/0001-66,‪+5543999379332‬,,,,,,,,,,,0
671baf37f534af695bd95061,Papel Madruga,https://madrugamadruga.com.br/wp-content/uploads/2023/08/logo-madruga-madruga.webp,05.347.256/0001-93,‪+554132659415‬,https://madrugamadruga.com.br/,,,,,,,,,,0
67d459ede29c6b8962e5c7f6,Corsul (José Marcelo),https://corsul.com.br/wp-content/uploads/2021/02/LOGO-menu.png,12.278.051/0001-69,+5543991943952,https://www.corsul.com.br,,,,,,,,,,0
67ed25122dc8370d5efeee13,Compenfort,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnErJakGjymtNoFXNe0zg_wLpaBXsN-GGLsA&s,03.515.523/0001-69,+5543999940196,https://compenfort.com.br/,,,,,,,,,,0
67ed75ad2dc8370d5e01322e,Brasil Sul Estopas,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQ-ZBZynjIuvJ0rLiZGljOyXyNxhX90zqnrA&s,10.540.907/0001-05,+5543984822269,,,,,,,,,,,0
680a8b65b84edfb3697ef856,Fuso Air (Carlos),https://fusoair.com.br/wp-content/uploads/2020/01/logolegal.png,12.550.222/0001=67,43996484147,https://fusoair.com.br/,,,,,,,,,,0
684b17512325917ba7fe97c5,Astro 10 (EPI),https://www.astrodistribuidora.com/media/tmp/webp/wysiwyg/logo_astro_10_anos_png.webp,18.597.685/0001-60,+55 48 3045-7562,https://www.astrodistribuidora.com/,,,,,,,,,,0
6862cbfc059b88ed28f71a24,Conexo Peças,,29.212.287/0001-03,47997036835,www.conexopeças.com.br,,,,,,,,,,0
